PriceBand,ObservationCount,MAE,RMSE,MAPE,MdAPE,R2
Under $500K,1644,245850.68007990703,312487.69300201343,100.89943004462059,50.226207294626704,-11.446674747731336
$500K-$1M,4881,280426.2835700612,2743624.8850709572,39.48191952865589,13.434213235294118,-393.36422820217314
$1M-$2M,3780,111129.1471637318,746945.0673579059,8.023653989079767,4.1973423674178045,-6.783291994210468
$2M-$5M,1518,294117.1792654809,386277.307289726,9.857701532464517,8.142719525750278,0.7495213256614859
$5M+,201,1916553.8109452736,7788115.04138792,14.175274922745135,11.981724180127264,0.11897132590508275
