EvaluationSet,SelectedModel,MAE,RMSE,MAPE,MdAPE,R2,TrainingSeconds,PredictionSeconds,TrainingObservations,TestObservations,FeatureCount
Untouched Test Set,XGBoost,251555.60367271645,2068142.5960185507,33.8267253390885,10.091,-0.5189585477867751,5.715679999964777,0.15396369999507442,49703,12024,988
